creator_id,tier,niche,followers,likes,comments,shares,saves,reach,impressions,engagement_rate,comment_ratio,share_ratio,save_ratio,audience_quality,posting_consistency,posts_per_week,growth_rate,authenticity_score,growth_score,fake_account
2606,Nano,Tech,1111,85,6,4,5,1252,2951,6.97,0.0697,0.0502,0.0566,58.76,58.35,3,6.63,79.29,33.13,0
2607,Nano,Education,6403,284,14,10,16,11249,13741,4.73,0.0476,0.0353,0.0573,84.91,91.02,11,6.02,76.86,30.09,0
2608,Mid,Lifestyle,853953,56940,567,457,214,1093556,1954452,5.28,0.01,0.008,0.0038,26.59,28.88,3,2.42,20.69,12.09,1
2609,Mid,Finance,123936,5507,547,247,567,226760,554831,3.29,0.0993,0.0449,0.1029,76.14,44.29,3,1.53,100.0,7.66,0
2610,Micro,Food,63044,6914,613,498,393,92486,148464,8.02,0.0886,0.072,0.0568,71.4,56.39,5,8.71,100.0,43.57,0
2611,Nano,Food,7154,374,35,28,29,9027,21639,4.35,0.0944,0.0757,0.0768,72.54,43.11,14,4.94,100.0,24.7,0
2612,Nano,Lifestyle,4638,171,6,4,8,7930,19752,4.78,0.0331,0.0253,0.0484,84.76,63.54,14,7.9,66.49,39.5,0
2613,Micro,Education,93260,11436,583,339,415,161802,213394,9.11,0.051,0.0296,0.0363,77.06,47.41,4,8.45,72.91,42.24,0
2614,Mid,Lifestyle,959015,20988,1463,807,2305,1591881,3126871,4.11,0.0697,0.0384,0.1098,55.64,64.73,11,5.98,74.21,29.91,0
2615,Nano,Gaming,9226,941,70,63,75,16803,26268,8.85,0.0742,0.0671,0.0792,50.31,63.78,1,7.95,82.36,39.77,0
2616,Micro,Fashion,55678,5029,19,30,63,83033,195037,11.19,0.0038,0.006,0.0125,36.46,67.24,2,7.15,21.96,35.73,1
2617,Micro,Travel,65701,1903,131,74,110,76841,116518,2.88,0.069,0.0389,0.0578,51.18,94.31,8,5.67,71.75,28.36,0
2618,Nano,Music,6727,899,84,48,100,11308,15103,9.33,0.0934,0.0531,0.1117,90.06,93.15,10,9.99,100.0,49.93,0
2619,Nano,Gaming,1870,195,1,1,4,1550,3622,9.66,0.0042,0.0062,0.0197,13.34,42.25,3,8.05,10.62,40.25,1
2620,Mid,Music,281568,10550,519,606,455,562176,983514,5.33,0.0492,0.0574,0.0431,75.08,75.94,11,6.3,79.35,31.52,0
2621,Mid,Music,975626,45305,2264,1306,1712,1107389,2389216,4.17,0.05,0.0288,0.0378,92.95,70.25,6,5.51,80.11,27.55,0
2622,Micro,Lifestyle,67560,4403,364,304,254,164901,202987,5.14,0.0827,0.0691,0.0577,87.13,50.1,3,6.7,100.0,33.52,0
2623,Micro,Finance,48451,3258,208,216,209,95747,165058,6.23,0.0637,0.0663,0.0641,89.06,94.58,13,9.5,96.28,47.49,0
2624,Nano,Fitness,2481,113,5,9,11,3809,7690,8.83,0.0403,0.0797,0.096,57.35,64.24,9,6.71,72.75,33.54,0
2625,Nano,Finance,9722,2022,143,71,65,14741,30189,14.19,0.0707,0.0349,0.0322,89.24,83.22,8,10.59,90.45,52.95,0
2626,Nano,Travel,7789,832,58,51,90,17910,43168,11.5,0.07,0.0614,0.1087,90.94,94.92,8,9.2,98.91,46.02,0
2627,Mid,Fitness,823011,30249,186,159,583,1911918,4276740,7.21,0.0062,0.0053,0.0193,46.99,45.46,11,7.38,28.15,36.9,1
2628,Nano,Travel,1111,92,7,4,9,1424,3543,5.91,0.0779,0.0424,0.1028,55.88,58.91,7,8.19,79.62,40.96,0
2629,Mid,Education,169120,3339,17,16,51,400866,737150,2.25,0.005,0.0048,0.0154,11.88,59.19,7,3.91,9.88,19.54,1
2630,Micro,Finance,97138,8503,561,523,547,224259,330981,8.12,0.066,0.0615,0.0644,73.72,81.3,12,10.03,88.29,50.15,0
2631,Micro,Food,37320,2630,139,184,198,32273,51136,7.37,0.0527,0.07,0.0754,63.37,51.41,9,5.86,79.06,29.29,0
2632,Nano,Tech,2350,106,10,4,12,5652,10301,7.51,0.0908,0.0359,0.1147,77.62,62.48,8,8.23,94.98,41.14,0
2633,Nano,Finance,3816,271,9,18,24,8121,19661,8.77,0.035,0.0652,0.0888,72.61,43.78,5,6.54,73.37,32.71,0
2634,Micro,Fashion,39638,2478,221,160,85,42103,66505,8.46,0.0893,0.0646,0.0345,57.43,45.34,6,4.66,92.75,23.28,0
2635,Mid,Travel,862205,25009,2497,1394,2867,2153244,3800942,2.31,0.0999,0.0557,0.1147,77.9,43.36,1,2.51,100.0,12.56,0
2636,Nano,Music,5483,284,23,14,10,4011,5925,4.99,0.0807,0.0488,0.0356,61.25,65.23,13,5.41,85.59,27.06,0
2637,Mid,Food,778759,26399,55,216,75,1001722,2213725,2.76,0.0021,0.0082,0.0029,24.02,67.67,2,5.03,15.51,25.14,1
2638,Nano,Music,4926,298,1,2,6,7958,14801,4.23,0.0039,0.0074,0.0191,30.58,52.32,10,2.47,19.45,12.37,1
2639,Nano,Travel,6325,601,2,2,5,14851,24917,14.6,0.003,0.0036,0.0083,36.69,41.05,13,7.27,20.9,36.35,1
2640,Mid,Food,649651,26727,2115,2047,1475,1601911,2777210,4.95,0.0791,0.0766,0.0552,87.1,73.87,6,7.99,100.0,39.93,0
2641,Nano,Gaming,4792,285,9,17,31,4875,8015,9.48,0.0314,0.0583,0.1086,99.82,43.15,2,7.27,83.1,36.35,0
2642,Mid,Finance,265728,9275,401,289,316,493006,697034,4.63,0.0432,0.0311,0.0341,77.19,46.13,12,3.3,69.53,16.52,0
2643,Nano,Tech,6997,616,40,37,73,7667,15838,7.76,0.0651,0.0601,0.1183,50.24,72.36,13,5.0,75.71,25.01,0
2644,Micro,Finance,73975,2095,87,44,113,92581,230878,4.8,0.0417,0.0212,0.054,60.87,52.8,7,3.56,57.61,17.78,0
2645,Nano,Fashion,2690,156,7,10,16,4305,9054,10.21,0.0447,0.0664,0.1034,59.27,85.93,9,7.14,71.9,35.7,0
2646,Micro,Gaming,21159,1270,46,70,138,30840,69088,4.21,0.0362,0.0548,0.1084,68.27,65.07,2,7.62,68.66,38.12,0
2647,Mid,Music,247537,10051,967,765,795,376436,847211,4.19,0.0962,0.0762,0.0791,71.53,60.88,6,6.68,100.0,33.41,0
2648,Nano,Travel,1774,159,15,7,9,2763,4353,10.92,0.0953,0.047,0.0543,69.31,84.47,14,8.67,96.38,43.35,0
2649,Micro,Education,27228,1155,98,56,81,19150,43342,7.15,0.085,0.0482,0.0702,62.67,49.68,7,3.28,88.3,16.42,0
2650,Micro,Lifestyle,62050,4204,250,196,334,109968,216386,5.12,0.0595,0.0466,0.0794,99.6,59.57,3,5.53,93.53,27.67,0
2651,Nano,Lifestyle,1331,113,7,4,13,1444,2265,7.78,0.0619,0.0358,0.1117,57.27,50.58,1,6.92,70.32,34.58,0
2652,Nano,Gaming,7578,416,40,20,44,8227,11737,7.31,0.096,0.0492,0.1063,69.01,57.43,7,7.57,97.24,37.83,0
2653,Nano,Education,4016,408,34,12,16,6561,13389,12.68,0.0844,0.0302,0.0385,91.0,95.83,11,12.95,96.77,64.74,0
2654,Micro,Gaming,82690,4422,170,221,523,66671,165513,8.03,0.0384,0.0499,0.1184,75.36,78.05,4,7.77,71.86,38.84,0
2655,Nano,Music,2070,273,20,12,21,5009,7331,14.36,0.0748,0.0425,0.0783,70.11,94.16,2,10.94,85.2,54.69,0
2656,Micro,Education,40689,892,37,50,47,74938,120821,2.88,0.0419,0.0564,0.0527,84.36,91.47,9,6.21,80.04,31.03,0
2657,Micro,Tech,94328,3682,293,126,179,185473,434891,4.73,0.0797,0.0343,0.0487,89.42,84.9,3,7.41,94.85,37.04,0
2658,Micro,Gaming,33975,3279,248,183,270,33962,70284,7.28,0.0756,0.0559,0.0824,62.35,97.81,10,6.19,85.76,30.95,0
2659,Micro,Fitness,25064,1045,71,74,117,35511,80089,6.02,0.0676,0.0712,0.112,96.34,42.26,9,10.47,100.0,52.35,0
2660,Nano,Fitness,3228,309,16,11,14,3625,5421,7.7,0.0534,0.0342,0.0441,62.81,92.61,6,6.37,68.33,31.83,0
2661,Micro,Gaming,66317,3600,308,94,360,147171,349809,3.81,0.0854,0.0262,0.0999,88.38,50.71,11,6.61,94.75,33.04,0
2662,Nano,Lifestyle,9475,1035,47,54,40,17194,41734,8.64,0.045,0.052,0.0386,99.81,60.25,4,8.18,87.98,40.9,0
2663,Micro,Gaming,13698,1488,82,37,170,24132,52598,9.08,0.0553,0.0247,0.1142,74.91,99.44,3,9.89,72.53,49.43,0
2664,Nano,Finance,2562,534,47,14,64,4604,6859,14.41,0.0883,0.0264,0.1195,51.22,75.3,1,8.87,77.66,44.34,0
2665,Mid,Lifestyle,199079,12677,81,111,129,157649,374385,7.45,0.0064,0.0088,0.0102,10.53,69.23,14,9.72,11.08,48.59,1
2666,Micro,Music,20502,1077,79,26,39,37290,73416,9.1,0.0736,0.0245,0.0363,55.32,94.08,14,8.79,71.84,43.93,0
2667,Nano,Tech,4051,498,4,2,3,9154,14771,8.28,0.0071,0.0042,0.005,36.07,63.1,4,5.56,22.85,27.79,1
2668,Nano,Education,1810,125,5,9,6,3477,6989,5.34,0.0369,0.0679,0.0491,66.69,47.19,9,6.87,72.14,34.34,0
2669,Micro,Food,54729,1706,146,62,156,47908,108675,4.75,0.0853,0.0364,0.0916,72.19,75.53,9,7.18,89.68,35.89,0
2670,Micro,Lifestyle,60732,2509,24,18,22,141388,278091,6.68,0.0095,0.0073,0.0088,27.08,39.75,3,6.45,20.45,32.26,1
2671,Micro,Fashion,26485,2207,151,114,129,29563,38314,8.32,0.0686,0.0515,0.0585,84.89,65.94,1,6.65,92.2,33.24,0
2672,Mid,Finance,276532,8235,396,578,474,430949,534639,3.7,0.0481,0.0702,0.0575,54.19,67.14,14,2.83,72.21,14.16,0
2673,Mid,Finance,552819,10779,522,689,864,1125733,1352878,2.6,0.0484,0.0639,0.0801,75.57,87.04,3,6.06,81.17,30.28,0
2674,Nano,Finance,6232,492,17,36,26,11879,26579,7.11,0.0338,0.0734,0.0519,62.66,82.22,10,7.18,70.24,35.9,0
2675,Micro,Food,85110,7735,343,612,837,79823,184943,7.96,0.0444,0.0791,0.1082,76.39,56.92,2,8.22,84.12,41.08,0
2676,Nano,Tech,9776,952,88,39,43,15651,34683,12.32,0.0924,0.0407,0.0457,96.1,62.57,14,8.01,100.0,40.05,0
2677,Micro,Travel,15801,1051,10,5,5,37920,64527,7.02,0.0099,0.0047,0.0048,40.88,34.34,13,8.64,26.83,43.18,1
2678,Macro,Gaming,2248603,97692,9080,6204,7386,3158760,6681958,3.4,0.0929,0.0635,0.0756,62.86,96.53,14,6.92,96.95,34.62,0
2679,Micro,Tech,76123,8035,77,13,12,77269,186049,8.26,0.0096,0.0016,0.0015,44.09,48.88,1,7.65,27.31,38.24,1
2680,Mid,Lifestyle,243033,8780,518,691,1011,341923,763382,3.65,0.059,0.0788,0.1151,50.62,44.33,7,6.18,78.42,30.89,0
2681,Mid,Food,750455,39859,3076,2309,4672,1684456,3108759,6.16,0.0772,0.0579,0.1172,55.37,43.42,10,4.31,83.65,21.57,0
2682,Macro,Fitness,14671309,633417,5132,908,6245,34638762,86205099,3.93,0.0081,0.0014,0.0099,33.27,25.17,14,3.83,21.11,19.15,1
2683,Nano,Fitness,4904,483,3,4,7,10802,23934,13.4,0.0071,0.0091,0.0153,37.82,39.96,13,7.96,25.19,39.81,1
2684,Nano,Tech,8672,419,38,26,24,9157,22301,8.8,0.0904,0.0622,0.0567,72.7,59.98,12,5.58,100.0,27.89,0
2685,Nano,Tech,3488,456,17,31,36,8593,19208,14.58,0.0371,0.0675,0.0798,75.66,85.46,1,10.62,76.61,53.12,0
2686,Mid,Lifestyle,484308,14792,1274,355,1142,984225,1490722,5.99,0.0861,0.024,0.0772,57.72,44.65,14,4.59,79.13,22.96,0
2687,Nano,Lifestyle,9383,2081,68,166,157,21308,50641,16.28,0.0326,0.0796,0.0752,68.22,89.5,3,10.4,74.28,52.01,0
2688,Micro,Fashion,49911,1364,131,37,124,115269,162872,4.24,0.0959,0.0273,0.0907,52.71,75.64,13,6.93,82.48,34.65,0
2689,Nano,Food,8632,646,1,3,11,7577,11806,8.57,0.0018,0.005,0.0163,12.15,58.02,3,4.43,8.48,22.17,1
2690,Micro,Music,48654,3157,131,249,357,104515,253649,7.37,0.0417,0.0789,0.1132,92.54,99.79,13,7.85,90.77,39.27,0
2691,Micro,Finance,78830,8587,645,328,681,189124,387193,7.3,0.0751,0.0382,0.0793,62.94,91.02,1,8.6,80.46,43.0,0
2692,Micro,Travel,43038,1309,122,67,106,36644,61371,4.41,0.0931,0.051,0.0808,88.06,40.74,7,5.1,100.0,25.52,0
2693,Micro,Music,61238,4133,10,27,5,69946,137713,5.01,0.0023,0.0066,0.0012,28.73,31.67,13,1.86,17.51,9.32,1
2694,Nano,Gaming,5935,720,52,26,78,13665,22122,16.55,0.0724,0.036,0.1084,84.92,91.64,13,12.72,89.45,63.59,0
2695,Nano,Fashion,8800,1871,4,12,12,12054,27139,18.83,0.0024,0.0065,0.0067,44.88,45.76,12,10.24,25.57,51.21,1
2696,Nano,Fashion,1554,63,0,1,1,1867,2903,7.47,0.0034,0.009,0.0084,27.32,60.03,3,7.72,18.04,38.6,1
2697,Micro,Gaming,70650,3031,102,223,180,129855,310465,3.74,0.0338,0.0737,0.0594,81.26,91.61,2,8.78,79.64,43.89,0
2698,Mid,Fitness,449884,14702,1203,1099,923,792414,1659452,5.23,0.0818,0.0747,0.0628,64.88,85.47,6,8.02,95.77,40.09,0
2699,Mid,Fitness,326993,12871,412,463,916,692663,1599969,5.52,0.032,0.0359,0.0711,80.92,79.45,10,8.83,67.24,44.17,0
2700,Nano,Food,4540,713,62,31,56,7590,11281,12.22,0.0869,0.0439,0.0787,50.56,99.22,14,8.89,81.87,44.43,0
2701,Micro,Fashion,98280,4502,313,327,518,220740,380499,3.24,0.0695,0.0727,0.1151,99.58,96.42,7,6.04,100.0,30.18,0
2702,Nano,Food,8247,585,50,36,44,10317,18556,10.64,0.0858,0.0622,0.0756,90.5,68.33,9,7.72,100.0,38.59,0
2703,Nano,Travel,9677,525,44,15,62,12371,29620,8.04,0.0836,0.0291,0.1181,62.25,98.28,10,8.49,81.63,42.46,0
2704,Nano,Lifestyle,3001,230,18,8,24,3221,7171,8.43,0.0765,0.0367,0.1054,89.59,47.68,8,8.45,94.06,42.23,0
2705,Nano,Lifestyle,9283,1121,1,11,21,12435,15084,9.36,0.0012,0.0095,0.019,30.4,31.69,13,5.24,18.63,26.18,1
2706,Nano,Food,9290,1433,72,95,66,10571,16199,15.83,0.0506,0.0662,0.0462,94.31,92.25,6,13.28,92.3,66.39,0
2707,Nano,Lifestyle,5724,370,2,3,2,9318,13092,6.59,0.0064,0.0094,0.0042,42.09,53.55,6,5.71,27.07,28.57,1
2708,Nano,Music,5473,273,26,7,32,8672,16192,8.61,0.0945,0.0245,0.1158,65.6,40.03,2,5.59,87.38,27.94,0
2709,Nano,Education,8790,549,53,31,56,8069,12503,4.53,0.0961,0.0571,0.1026,86.81,61.45,13,5.36,100.0,26.78,0
2710,Macro,Finance,18436152,91323,792,327,228,19681031,34851510,0.44,0.0087,0.0036,0.0025,15.98,50.04,9,1.1,13.4,5.52,1
2711,Nano,Lifestyle,4283,200,13,11,13,8968,21612,5.66,0.0629,0.0528,0.0668,96.9,40.85,7,7.05,95.76,35.26,0
2712,Nano,Travel,8871,670,25,17,77,21157,45997,10.58,0.0367,0.0258,0.1151,81.23,92.16,14,6.62,66.73,33.1,0
2713,Mid,Music,353955,6022,428,388,686,276731,610899,2.95,0.0711,0.0645,0.114,90.35,98.67,8,3.71,100.0,18.54,0
2714,Micro,Education,55008,2587,85,190,263,120589,213659,6.25,0.0327,0.0734,0.1017,61.07,79.88,9,6.24,68.89,31.19,0
2715,Nano,Finance,6473,763,41,16,78,15825,39202,9.91,0.0541,0.0204,0.1022,96.07,46.78,14,9.97,81.21,49.86,0
2716,Nano,Tech,1117,111,4,3,12,2684,4294,7.07,0.0337,0.0274,0.1043,88.99,88.79,12,7.2,69.55,35.98,0
2717,Nano,Fashion,9797,1036,57,62,38,11911,20871,8.4,0.0553,0.0598,0.0366,60.63,93.64,11,8.26,75.89,41.3,0
2718,Nano,Music,2830,121,8,4,5,6052,12788,5.49,0.0656,0.036,0.0392,79.28,74.06,10,6.35,83.23,31.73,0
2719,Micro,Tech,10623,452,4,2,7,18878,24520,3.74,0.0089,0.0037,0.0152,21.39,52.82,5,2.11,16.25,10.56,1
2720,Nano,Lifestyle,5734,431,4,0,1,11583,17866,9.44,0.0093,0.0011,0.0033,16.94,45.23,1,3.74,13.43,18.7,1
2721,Mid,Music,926165,16784,1531,415,1493,900839,1153937,3.61,0.0912,0.0247,0.089,63.36,92.12,6,5.84,84.69,29.22,0
2722,Micro,Tech,21487,1960,12,14,38,30147,57992,8.25,0.0062,0.0072,0.0194,11.66,38.79,8,6.76,11.1,33.82,1
2723,Micro,Fashion,17567,1454,105,73,164,31902,53464,6.63,0.0724,0.0502,0.1128,85.5,92.49,12,7.13,94.01,35.64,0
2724,Mid,Finance,640174,8616,337,266,983,637600,1365012,1.99,0.0391,0.0309,0.1141,78.24,75.89,5,6.73,67.97,33.66,0
2725,Micro,Fashion,41720,4010,182,96,400,45647,107535,8.31,0.0454,0.0239,0.0997,90.82,53.1,6,9.94,75.3,49.68,0
2726,Micro,Music,97158,11930,1106,407,640,239649,361278,8.49,0.0927,0.0341,0.0536,75.51,76.2,3,9.34,94.37,46.68,0
2727,Micro,Fashion,93544,3405,28,12,28,93666,143144,3.96,0.0081,0.0035,0.0083,38.4,25.17,14,4.13,24.29,20.63,1
2728,Nano,Tech,3918,129,10,4,7,7936,17480,6.19,0.0779,0.0322,0.0581,68.71,81.96,3,7.7,82.95,38.49,0
2729,Micro,Finance,35161,3751,306,299,407,50828,111095,7.49,0.0815,0.0796,0.1084,55.8,94.69,14,12.29,92.55,61.46,0
2730,Micro,Tech,65043,3123,249,109,124,70309,142540,4.44,0.0796,0.0348,0.0396,78.57,71.06,13,3.41,89.54,17.07,0
2731,Micro,Fashion,88165,3049,132,112,345,188089,441894,6.53,0.0433,0.0369,0.1133,84.0,56.28,3,6.39,74.72,31.94,0
2732,Nano,Food,8109,699,30,44,82,9661,15721,11.0,0.0425,0.0626,0.1172,99.83,54.46,11,8.91,89.96,44.53,0
2733,Mid,Education,123052,3700,174,150,350,221185,285426,4.31,0.047,0.0406,0.0945,57.3,78.65,7,6.78,64.37,33.92,0
2734,Micro,Gaming,15971,1046,83,62,56,13407,32043,12.1,0.0793,0.0593,0.0539,51.34,61.76,1,9.5,83.12,47.49,0
2735,Nano,Education,3411,273,22,18,33,4577,5755,6.61,0.081,0.0643,0.1193,81.3,73.77,3,7.62,100.0,38.11,0
2736,Nano,Lifestyle,3542,323,13,21,34,5590,13660,10.49,0.04,0.0652,0.1061,56.83,59.31,2,9.99,67.97,49.93,0
2737,Nano,Fitness,8118,1152,94,90,131,17830,22560,17.53,0.0814,0.0785,0.114,96.21,52.12,4,12.94,100.0,64.71,0
2738,Micro,Education,55337,1816,147,59,211,39551,83455,2.93,0.0808,0.0325,0.116,71.86,53.1,1,5.83,86.05,29.16,0
2739,Micro,Music,92299,6831,596,386,211,175335,421403,8.23,0.0873,0.0565,0.0309,91.19,44.4,12,4.35,100.0,21.75,0
2740,Micro,Education,51126,2353,107,155,182,48520,76237,5.82,0.0455,0.0661,0.0771,77.11,97.06,3,8.48,81.1,42.39,0
2741,Mid,Fashion,649701,22095,1856,1338,1839,833377,1660073,3.49,0.084,0.0605,0.0832,87.83,88.53,9,5.22,100.0,26.12,0
2742,Micro,Finance,95022,7931,582,289,779,179829,411968,7.77,0.0734,0.0364,0.0983,84.49,93.23,9,9.46,89.85,47.32,0
2743,Nano,Travel,6438,331,23,21,16,14031,25382,9.0,0.0687,0.0636,0.0468,83.96,98.8,9,10.38,95.43,51.9,0
2744,Micro,Food,30162,4391,171,92,362,63975,122882,11.2,0.039,0.021,0.0823,94.93,56.79,5,8.94,73.26,44.7,0
2745,Micro,Fitness,21039,1547,66,57,99,22196,55454,7.0,0.0429,0.0366,0.0637,51.13,50.84,13,4.72,58.01,23.59,0
2746,Nano,Education,4998,318,24,20,24,9314,13268,10.43,0.0769,0.0643,0.075,58.85,98.98,7,10.56,87.19,52.8,0
2747,Micro,Education,58458,1626,78,52,152,127201,271766,4.32,0.0477,0.032,0.0937,79.66,70.11,12,4.25,73.29,21.23,0
2748,Nano,Finance,1269,56,4,4,4,1699,3842,6.35,0.065,0.0676,0.0714,94.88,84.63,7,9.18,100.0,45.91,0
2749,Mid,Education,661542,17419,1574,1180,1008,1072185,1887409,2.87,0.0904,0.0677,0.0579,64.48,65.24,3,6.82,97.73,34.08,0
2750,Mid,Food,108646,3686,23,9,44,165015,309998,3.36,0.0062,0.0025,0.012,17.21,47.06,11,2.7,12.47,13.52,1
2751,Nano,Education,1648,106,7,5,11,1520,1987,8.01,0.0649,0.0503,0.1007,81.52,44.21,9,7.74,88.28,38.72,0
2752,Mid,Lifestyle,663106,25561,1543,1236,3060,801091,1371772,2.98,0.0604,0.0483,0.1197,79.24,75.91,4,6.19,84.3,30.95,0
2753,Mid,Education,391901,3621,207,219,201,960886,2320622,1.77,0.0573,0.0605,0.0555,93.29,83.77,4,7.02,93.44,35.09,0
2754,Mid,Gaming,728644,24041,92,116,48,677013,897123,4.82,0.0038,0.0048,0.002,12.4,33.32,9,2.84,9.55,14.18,1
2755,Nano,Travel,1659,102,0,0,1,2860,3656,6.84,0.0014,0.0043,0.0127,33.8,60.51,12,7.98,18.88,39.89,1
2756,Macro,Finance,18240964,1010984,91435,28105,52544,13740464,34043936,4.16,0.0904,0.0278,0.052,89.29,68.45,14,6.06,98.21,30.29,0
2757,Micro,Travel,30898,2451,195,116,252,72144,176754,6.62,0.0795,0.0472,0.103,54.91,63.66,2,5.76,81.35,28.79,0
2758,Nano,Fitness,5766,551,55,36,23,8826,16369,7.79,0.0994,0.0659,0.0426,88.02,97.33,2,9.29,100.0,46.47,0
2759,Micro,Tech,15816,920,86,73,106,39133,47735,5.88,0.0935,0.0797,0.115,52.41,58.93,12,5.05,96.88,25.24,0
2760,Nano,Lifestyle,8311,559,21,44,62,14077,29572,8.67,0.0376,0.0793,0.1116,99.06,93.33,13,7.69,92.13,38.47,0
2761,Mid,Education,512438,15112,1386,1002,1327,831115,1272273,2.46,0.0917,0.0663,0.0878,69.85,76.1,12,7.38,100.0,36.88,0
2762,Nano,Music,6683,263,26,13,18,12427,20681,6.27,0.0992,0.0476,0.0684,72.63,40.3,8,8.31,100.0,41.54,0
2763,Micro,Travel,96189,8681,22,67,128,240045,572636,7.5,0.0025,0.0078,0.0148,34.51,44.77,4,4.96,20.86,24.79,1
2764,Micro,Gaming,94256,9214,906,556,533,105938,215171,12.32,0.0983,0.0603,0.0578,89.44,42.91,12,9.15,100.0,45.74,0
2765,Micro,Fashion,11554,1296,67,34,61,16952,34661,7.55,0.0513,0.0265,0.0472,76.68,96.16,14,6.34,71.96,31.68,0
2766,Nano,Fashion,4998,239,18,19,8,7672,19061,4.69,0.0761,0.0793,0.0328,95.24,90.29,8,7.32,100.0,36.6,0
2767,Mid,Travel,339723,3598,29,18,12,487457,719231,1.49,0.0081,0.0051,0.0034,44.73,51.29,5,3.87,27.94,19.35,1
2768,Micro,Lifestyle,59094,2345,217,53,206,106834,157106,6.25,0.0926,0.0225,0.0877,81.73,75.99,11,6.04,93.93,30.21,0
2769,Nano,Travel,7583,837,31,29,66,5923,12639,9.66,0.0376,0.0347,0.0784,75.02,45.89,6,8.74,66.73,43.68,0
2770,Nano,Fashion,4499,322,3,3,1,4514,9537,7.75,0.0097,0.0082,0.003,42.29,32.08,5,3.59,28.45,17.97,1
2771,Nano,Fitness,1546,205,7,8,24,3704,8057,14.97,0.0365,0.0406,0.1176,70.3,87.97,5,13.85,65.59,69.26,0
2772,Micro,Finance,16620,631,31,42,46,28007,55781,5.61,0.0495,0.0658,0.0724,83.54,97.15,6,8.54,86.29,42.71,0
2773,Mid,Gaming,442012,41710,3871,2643,1933,380451,860345,6.82,0.0928,0.0634,0.0463,51.74,81.26,12,6.68,91.29,33.41,0
2774,Micro,Lifestyle,26833,3361,293,193,155,57121,135360,9.9,0.087,0.0575,0.0463,81.73,40.59,12,6.34,100.0,31.68,0
2775,Nano,Fitness,6530,755,23,60,54,16225,34660,13.04,0.0308,0.0794,0.071,64.85,95.38,7,10.17,71.62,50.84,0
2776,Micro,Music,47295,3751,252,151,353,85958,129176,5.29,0.0672,0.0402,0.0942,80.91,64.77,10,8.2,86.11,40.99,0
2777,Nano,Gaming,3676,347,33,14,27,8751,11448,10.33,0.096,0.0407,0.0778,91.32,79.38,11,7.6,100.0,37.99,0
2778,Nano,Fitness,1851,123,8,7,9,4167,6991,6.96,0.0636,0.0599,0.0765,71.64,65.88,8,7.79,85.6,38.95,0
2779,Micro,Fashion,53271,2638,220,155,289,109204,139792,5.01,0.0835,0.0586,0.1097,95.33,76.92,14,6.01,100.0,30.04,0
2780,Nano,Fashion,1136,240,14,15,26,2064,4766,15.78,0.0564,0.0637,0.1069,51.39,47.28,5,9.35,73.0,46.75,0
2781,Micro,Finance,15384,1082,3,3,15,25623,57568,6.08,0.0032,0.0024,0.0137,43.84,22.76,6,4.62,24.23,23.09,1
2782,Nano,Education,5319,671,42,42,61,9144,22810,8.44,0.0633,0.0631,0.091,85.65,88.9,12,5.75,93.4,28.73,0
2783,Micro,Lifestyle,72257,5517,537,411,445,59673,74009,7.11,0.0974,0.0745,0.0807,67.05,49.26,13,7.15,100.0,35.77,0
2784,Micro,Finance,41630,2678,191,106,130,48003,119214,4.51,0.0714,0.0397,0.0486,83.44,59.94,5,8.8,89.33,44.0,0
2785,Micro,Lifestyle,87260,10149,18,39,11,110783,181249,9.86,0.0018,0.0038,0.0011,31.33,27.95,11,7.21,17.69,36.07,1
2786,Micro,Lifestyle,24648,3017,263,140,336,60775,150202,9.41,0.0872,0.0464,0.1113,58.1,81.7,2,10.12,86.58,50.59,0
2787,Macro,Music,13737634,366036,18397,28378,17895,28374032,58934958,3.05,0.0503,0.0775,0.0489,87.55,59.3,8,3.69,92.16,18.46,0
2788,Micro,Lifestyle,94104,6881,42,11,118,175903,275766,9.93,0.0061,0.0016,0.0172,36.65,62.77,11,10.3,21.86,51.5,1
2789,Nano,Music,7383,1280,88,38,59,12910,15887,16.15,0.0688,0.0294,0.0463,57.16,65.63,6,10.6,71.81,53.0,0
2790,Nano,Gaming,7335,1051,55,26,35,7433,11351,15.74,0.052,0.0247,0.0334,69.02,67.93,14,12.1,67.93,60.5,0
2791,Micro,Fitness,73130,8268,586,545,745,177206,431028,10.51,0.0709,0.0659,0.0901,85.99,74.67,13,8.87,98.22,44.35,0
2792,Nano,Food,4733,231,0,2,4,9367,13962,5.88,0.0011,0.0065,0.0172,31.24,26.28,1,1.4,18.13,7.01,1
2793,Mid,Travel,963876,24549,1589,650,955,2249664,4038626,3.46,0.0647,0.0265,0.0389,58.57,91.77,5,5.59,69.58,27.93,0
2794,Micro,Fashion,40623,2153,209,77,169,49718,119089,5.12,0.0972,0.0357,0.0783,54.6,60.07,6,6.08,86.64,30.39,0
2795,Mid,Lifestyle,842386,32032,2643,1646,1756,1478639,3568827,3.04,0.0825,0.0514,0.0548,87.75,70.21,10,7.12,100.0,35.59,0
2796,Macro,Travel,11526113,418074,20645,25894,14168,25092175,51395991,4.67,0.0494,0.0619,0.0339,61.89,77.02,1,6.41,74.21,32.04,0
2797,Micro,Tech,73414,2370,131,178,178,147408,228476,6.04,0.0554,0.0751,0.075,94.19,95.08,6,9.88,97.33,49.4,0
